Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
01311-1;01311;0087576470;;La Guerche-sur-l'Aubois;18150;;;;;2.9485731;46.9477388;c;1;GARES C CENTRE;;;;;;;;;;;;;;46.9477388,2.9485731
01313-1;01313;0087576447;;Bengy-sur-Craon;18520;;;;;2.7492361;47.0004698;c;1;GARES C CENTRE;;;;;;;;;;;;;;47.0004698,2.7492361
01320-1;01320;0087576306;;Bigny;18190;;;;;2.368638;46.8015763;c;1;GARES C CENTRE;"[{""TVS_Code"": ""BIG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bigny"", ""Alias_Libelle_Fronton"": ""Bigny"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""BIGNY GARE""}";Bigny;Bigny;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;BIGNY GARE;1;BIG;46.8015763,2.368638
01321-1;01321;0087576298;;Châteauneuf-sur-Cher;18190;;;;;2.3103826;46.8568144;c;1;GARES C CENTRE;;;;;;;;;;;;;;46.8568144,2.3103826
01322-1;01322;0087576280;;Lunery;18400;;;;;2.275014;46.9351795;c;1;GARES C CENTRE;"[{""TVS_Code"": ""LNY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Lunery"", ""Alias_Libelle_Fronton"": ""Lunery"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""LUNERY GARE""}";Lunery;Lunery;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;LUNERY GARE;1;LNY;46.9351795,2.275014
01326-1;01326;0087576215;;Valençay;36600;;;;;1.5584442;47.163172;c;1;GARES C CENTRE;"[{""TVS_Code"": ""VNY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Valençay"", ""Alias_Libelle_Fronton"": ""Valençay"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""VALENCAY GARE B.A.""}";Valençay;Valençay;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;VALENCAY GARE B.A.;1;VNY;47.163172,1.5584442
01329-1;01329;0087576181;;Les Quatre Roues;41200;;;;;1.7025282;47.3325521;c;1;GARES C CENTRE;;;;;;;;;;;;;;47.3325521,1.7025282
01331-1;01331;0087576165;;Villeherviers;41200;;;;;1.7972555;47.3694005;c;1;GARES C CENTRE;;;;;;;;;;;;;;47.3694005,1.7972555
01332-1;01332;0087576157;;Loreux;41200;;;;;1.8345356;47.3902731;c;1;GARES C CENTRE;"[{""TVS_Code"": ""LXU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Loreux"", ""Alias_Libelle_Fronton"": ""Loreux"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""LOREUX GARE B.A.""}";Loreux;Loreux;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;LOREUX GARE B.A.;1;LXU;47.3902731,1.8345356
01341-1;01341;0087575845;;Lussac-les-Châteaux;86320;;;;;0.7186918;46.4051106;c;1;GARES C POITOU CHARENTES;;;;;;;;;;;;;;46.4051106,0.7186918
01346-1;01346;0087575365;;Saint-Saviol;86400;;;;;0.2179;46.1470046;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""SSV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Saviol"", ""Alias_Libelle_Fronton"": ""Saint-Saviol"", ""AgenceGC_Libelle"": ""DRG Nlle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""SAINT SAVIOL GARE""}";Saint-Saviol;Saint-Saviol;True;False;DRG Nlle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;SAINT SAVIOL GARE;1;SSV;46.1470046,0.2179
01348-1;01348;0087575332;;Anché - Voulon;86700;;;;;0.2503424;46.3496187;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""ACV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Anché - Voulon"", ""Alias_Libelle_Fronton"": ""Anché - Voulon"", ""AgenceGC_Libelle"": ""DRG Nlle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""ANCHE VOULON GARE""}";Anché - Voulon;Anché - Voulon;True;False;DRG Nlle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;ANCHE VOULON GARE;1;ACV;46.3496187,0.2503424
01349-1;01349;0087575290;;Vivonne;86370;;;;;0.2653156;46.4266355;c;1;GARES C POITOU CHARENTES;;;;;;;;;;;;;;46.4266355,0.2653156
01359-1;01359;0087575134;;Ingrandes sur Vienne;86220;;;;;0.5691164;46.8746283;c;1;GARES C POITOU CHARENTES;;;;;;;;;;;;;;46.8746283,0.5691164
01361-1;01361;0087575118;;Les Ormes;86220;;;;;0.6079476;46.9718269;c;1;GARES C POITOU CHARENTES;;;;;;;;;;;;;;46.9718269,0.6079476
01371-1;01371;0087574699;;Notre-Dame-d'Oé;37390;;;;;0.7070252;47.4595668;c;1;GARES C CENTRE;;;;;;;;;;;;;;47.4595668,0.7070252
01374-1;01374;0087574640;;Saint-Amand-Longpré;41310;;;;;1.0119896;47.693141;c;1;GARES C CENTRE;"[{""TVS_Code"": ""SDV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Amand-Longpré"", ""Alias_Libelle_Fronton"": ""Saint-Amand de Vendôme"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""SAINT AMAND DE VENDOME GARE""}";Saint-Amand-Longpré;Saint-Amand de Vendôme;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;SAINT AMAND DE VENDOME GARE;1;SDV;47.693141,1.0119896
01390-1;01390;0087574251;;La Chaussée-Saint-Victor;41260;;;;;1.3537834;47.6127952;c;1;GARES C CENTRE;"[{""TVS_Code"": ""WSV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Chaussée-Saint-Victor"", ""Alias_Libelle_Fronton"": ""La Chaussée-Saint-Victor"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""LA CHAUSSE ST VICTOR EX GARE""}";La Chaussée-Saint-Victor;La Chaussée-Saint-Victor;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;LA CHAUSSE ST VICTOR EX GARE;1;WSV;47.6127952,1.3537834
01393-1;01393;0087574194;;Mer;41500;;;;;1.506373;47.705860;b;1;GARES B CENTRE;;;;;;;;;;;;;;47.70586,1.506373
01394-1;01394;0087574160;;Beaugency;45190;;;;;1.625938;47.778365;b;2;GARES B CENTRE;"[{""TVS_Code"": ""BGY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Beaugency"", ""Alias_Libelle_Fronton"": ""Beaugency"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""BEAUGENCY GARE""}";Beaugency;Beaugency;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;BEAUGENCY GARE;1;BGY;47.778365,1.625938
01397-1;01397;0087574129;;Saint-Ay;45130;;;;;1.7499597;47.863133;c;1;GARES C CENTRE;;;;;;;;;;;;;;47.863133,1.7499597
01401-1;01401;0087571851;;Saint-Genouph;37510;;;;;0.5969502;47.3710109;c;1;GARES C CENTRE;;;;;;;;;;;;;;47.3710109,0.5969502
01403-1;01403;0087571836;;Cinq-Mars-la-Pile;37130;;;;;0.4604878;47.3452264;c;1;GARES C CENTRE;;;;;;;;;;;;;;47.3452264,0.4604878
01408-1;01408;0087571687;;Chinon;37500;;;;;0.251538;47.163047;b;1;GARES B CENTRE;"[{""TVS_Code"": ""CHI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chinon"", ""Alias_Libelle_Fronton"": ""Chinon"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""CHINON GARE""}";Chinon;Chinon;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;CHINON GARE;1;CHI;47.163047,0.251538
01410-1;01410;0087571638;;Azay-le-Rideau;37190;;;;;0.4475388;47.2663383;c;1;GARES C CENTRE;"[{""TVS_Code"": ""AZR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Azay-le-Rideau"", ""Alias_Libelle_Fronton"": ""Azay-le-Rideau"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""AZAY LE RIDEAU GARE""}";Azay-le-Rideau;Azay-le-Rideau;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;AZAY LE RIDEAU GARE;1;AZR;47.2663383,0.4475388
01414-1;01414;0087571547;;Neuillé-Pont-Pierre;37360;;;;;0.5649155;47.5580135;c;1;GARES C CENTRE;"[{""TVS_Code"": ""NPP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Neuillé-Pont-Pierre"", ""Alias_Libelle_Fronton"": ""Neuillé-Pont-Pierre"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""NEUILLE PONT PIERRE GARE""}";Neuillé-Pont-Pierre;Neuillé-Pont-Pierre;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;NEUILLE PONT PIERRE GARE;1;NPP;47.5580135,0.5649155
01418-1;01418;0087571463;;Chambourg-sur-Indre;37310;;;;;0.9648363;47.1821629;c;1;GARES C CENTRE;"[{""TVS_Code"": ""CMG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chambourg-sur-Indre"", ""Alias_Libelle_Fronton"": ""Chambourg"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""CHAMBOURG GARE""}";Chambourg-sur-Indre;Chambourg;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;CHAMBOURG GARE;1;CMG;47.1821629,0.9648363
01426-1;01426;0087571240;;Saint-Pierre-des-Corps;37700;;;;;0.723550;47.386099;a;3;GARE ST PIERRE DES CORPS;"[{""TVS_Code"": ""SPC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Pierre-des-Corps"", ""Alias_Libelle_Fronton"": ""Saint-Pierre-des-Corps"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""SAINT PIERRE DES CORPS GARE""}";Saint-Pierre-des-Corps;Saint-Pierre-des-Corps;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;SAINT PIERRE DES CORPS GARE;1;SPC;47.386099,0.72355
01428-1;01428;0087571000;;Tours;37000;;;;;0.693703;47.389781;a;3;GARE TOURS;"[{""TVS_Code"": ""TRS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Tours"", ""Alias_Libelle_Fronton"": ""Tours"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""TOURS GARE""}";Tours;Tours;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;TOURS GARE;1;TRS;47.389781,0.693703
01429-1;01429;0087566919;;Lentilly Charpenay;69210;;;;;4.6824009;45.8165247;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.8165247,4.6824009
01432-1;01432;0087559070;;Nevers Le Banlay;58000;;;;;3.1636746;47.0068974;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""NVB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Nevers Le Banlay"", ""Alias_Libelle_Fronton"": ""Nevers le Banlay"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""NEVERS P GARE DU BANLAY""}";Nevers Le Banlay;Nevers le Banlay;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Bourgogne;NEVERS P GARE DU BANLAY;1;NVB;47.0068974,3.1636746
01437-1;01437;0087546317;;Chemin d'Antony;92160;;;;;2.3126207;48.7481430;b;;GARES B IDF LIGNE C;;;;;;;;;;;;;;48.748143,2.3126207
01459-1;01459;0087545277;;Villeneuve-le-Roi;94290;;;;;2.426084;48.739908;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""VRI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Villeneuve-le-Roi"", ""Alias_Libelle_Fronton"": ""Villeneuve-le-Roi"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""VILLENEUVE LE ROI GARE""}";Villeneuve-le-Roi;Villeneuve-le-Roi;True;False;DGIF;REGION DE PARIS RIVE GAUCHE;;VILLENEUVE LE ROI GARE;1;VRI;48.739908,2.426084
01460-1;01460;0087545269;;Ablon-sur-Seine;94480;;;;;2.419151;48.725468;b;;GARES B IDF LIGNE C;;;;;;;;;;;;;;48.725468,2.419151
01463-1;01463;0087545236;;Savigny-sur-Orge;91600;;;;;2.35173;48.67614;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""SAO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Savigny-sur-Orge"", ""Alias_Libelle_Fronton"": ""Savigny-sur-Orge"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""SAVIGNY SUR ORGE GARE""}";Savigny-sur-Orge;Savigny-sur-Orge;True;False;DGIF;REGION DE PARIS RIVE GAUCHE;;SAVIGNY SUR ORGE GARE;1;SAO;48.67614,2.35173
01471-1;01471;0087545152;;Chamarande;91730;;;;;2.215854;48.514244;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""CHK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chamarande"", ""Alias_Libelle_Fronton"": ""Chamarande"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""CHAMARANDE GARE""}";Chamarande;Chamarande;True;False;DGIF;REGION DE PARIS RIVE GAUCHE;;CHAMARANDE GARE;1;CHK;48.514244,2.215854
01473-1;01473;0087545137;;Étampes;91150;;;;;2.159468;48.436661;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""ETP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Étampes"", ""Alias_Libelle_Fronton"": ""Étampes"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""ETAMPES GARE""}";Étampes;Étampes;True;False;DGIF;REGION DE PARIS RIVE GAUCHE;;ETAMPES GARE;1;ETP;48.436661,2.159468
01474-1;01474;0087545129;;Guillerval;91690;;;;;2.0598748;48.3744455;c;;Gares C Ile-de-France;;;;;;;;;;;;;;48.3744455,2.0598748
01489-1;01489;0087543058;;Artenay;45410;;;;;1.8833705;48.0808761;c;1;GARES C CENTRE;"[{""TVS_Code"": ""ATY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Artenay"", ""Alias_Libelle_Fronton"": ""Artenay"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""ARTENAY (LOIRET) GARE""}";Artenay;Artenay;True;False;DRG B-CVL-PDL;REGION CENTRE;UG Centre;ARTENAY (LOIRET) GARE;1;ATY;48.0808761,1.8833705
01495-1;01495;0087534339;;Mulhouse Musées;68200;;;;;7.2984302;47.750185;c;1;GARES C ALSACE;"[{""TVS_Code"": ""JFJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Mulhouse Musées"", ""Alias_Libelle_Fronton"": ""Mulhouse Musées"", ""AgenceGC_Libelle"": ""DRG Grand Est"", ""RegionSNCF_Libelle"": ""REGION ALSACE"", ""UG_Libelle"": ""UG Alsace"", ""UT_Libelle"": null}";Mulhouse Musées;Mulhouse Musées;True;False;DRG Grand Est;REGION ALSACE;UG Alsace;;1;JFJ;47.750185,7.2984302
01497-1;01497;0087492108;;Les Ardoines;94400;;;;;2.409046;48.782945;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""LAD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Les Ardoines"", ""Alias_Libelle_Fronton"": ""Les Ardoines"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""VITRY SUR SEINE GARE""}";Les Ardoines;Les Ardoines;True;False;DGIF;REGION DE PARIS RIVE GAUCHE;;VITRY SUR SEINE GARE;1;LAD;48.782945,2.409046
01502-1;01502;0087491449;;Cognac;16100;;;;;-0.326112;45.684682;b;1;GARES B POITOU CHARENTES;;;;;;;;;;;;;;45.684682,-0.326112
01508-1;01508;0087491266;;Cubzac-les-Ponts;33240;;;;;-0.4590937;44.9729407;c;1;GARES C AQUITAINE;;;;;;;;;;;;;;44.9729407,-0.4590937
01513-1;01513;0087491217;;Cavignac;33620;;;;;-0.382243;45.105163;c;1;GARES C AQUITAINE;"[{""TVS_Code"": ""CGC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cavignac"", ""Alias_Libelle_Fronton"": ""Cavignac"", ""AgenceGC_Libelle"": ""DRG Nlle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""CAVIGNAC GARE""}";Cavignac;Cavignac;True;False;DRG Nlle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;CAVIGNAC GARE;1;CGC;45.105163,-0.382243
01517-1;01517;0087491159;2019-12-14;Fontaines-d'Ozillac;17500;;;;;-0.3836092;45.3872162;c;1;GARES C POITOU CHARENTES;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Fontaines-d'Ozillac"", ""Alias_Libelle_Fronton"": ""Fontaines-d'Ozillac"", ""AgenceGC_Libelle"": ""Agence Nouvelle-Aquitaine"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Fontaines-d'Ozillac;Fontaines-d'Ozillac;True;False;Agence Nouvelle-Aquitaine;;;;1;;45.3872162,-0.3836092
01518-1;01518;0087491142;;Jonzac;17500;;;;;-0.44164;45.4387456;b;1;GARES B POITOU CHARENTES;;;;;;;;;;;;;;45.4387456,-0.44164
01519-1;01519;0087491134;2019-12-14;Clion sur Seugne;17240;;;;;-0.502092;45.4783225;c;1;GARES C POITOU CHARENTES;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Clion sur Seugne"", ""Alias_Libelle_Fronton"": ""Clion sur Seugne"", ""AgenceGC_Libelle"": ""Agence Nouvelle-Aquitaine"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Clion sur Seugne;Clion sur Seugne;True;False;Agence Nouvelle-Aquitaine;;;;1;;45.4783225,-0.502092
01532-1;01532;0087487314;;Pouzauges;85700;;;;;-0.8146784;46.7523536;c;1;GARES C PAYS DE LA LOIRE;;;;;;;;;;;;;;46.7523536,-0.8146784
01536-1;01536;0087486894;;Torfou-Sèvremoine;49660;;;;;-1.1173797;47.0331153;c;1;GARES C PAYS DE LA LOIRE;;;;;;;;;;;;;;47.0331153,-1.1173797
01537-1;01537;0087486571;;Saint-Gilles-Croix-de-Vie;85800;;;;;-1.941296;46.696466;c;1;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""SGV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Gilles-Croix-de-Vie"", ""Alias_Libelle_Fronton"": ""Saint-Gilles-Croix-de-Vie"", ""AgenceGC_Libelle"": ""DRG B-CVL-PDL"", ""RegionSNCF_Libelle"": ""REGION PAYS DE LA LOIRE"", ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""SAINT GILLES CROIX DE VIE GARE""}";Saint-Gilles-Croix-de-Vie;Saint-Gilles-Croix-de-Vie;True;False;DRG B-CVL-PDL;REGION PAYS DE LA LOIRE;UG Pays de la Loire;SAINT GILLES CROIX DE VIE GARE;1;SGV;46.696466,-1.941296
01538-1;01538;0087486563;;Saint-Hilaire-de-Riez;85270;;;;;-1.9496838;46.7166736;c;1;GARES C PAYS DE LA LOIRE;;;;;;;;;;;;;;46.7166736,-1.9496838
01544-1;01544;0087486324;;Bournezeau;85480;;;;;-1.1806169;46.6518258;c;1;GARES C PAYS DE LA LOIRE;;;;;;;;;;;;;;46.6518258,-1.1806169
01554-1;01554;0087485508;;La Mothe-Saint-Héray;79800;;;;;-0.1298415;46.3807592;c;1;GARES C POITOU CHARENTES;;;;;;;;;;;;;;46.3807592,-0.1298415
01557-1;01557;0087485359;;Prissé-la-Charrière;79360;;;;;-0.4936249;46.15277;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""PIH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Prissé-la-Charrière"", ""Alias_Libelle_Fronton"": ""Prissé-la-Charrière"", ""AgenceGC_Libelle"": ""DRG Nlle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""PRISSE LA CHARRIERE GARE""}";Prissé-la-Charrière;Prissé-la-Charrière;True;False;DRG Nlle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;PRISSE LA CHARRIERE GARE;1;PIH;46.15277,-0.4936249
01567-1;01567;0087485144;;Rochefort;17300;;;;;-0.963556;45.947189;b;1;GARES B POITOU CHARENTES;"[{""TVS_Code"": ""RCT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Rochefort"", ""Alias_Libelle_Fronton"": ""Rochefort"", ""AgenceGC_Libelle"": ""DRG Nlle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""ROCHEFORT GARE""}";Rochefort;Rochefort;True;False;DRG Nlle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;ROCHEFORT GARE;1;RCT;45.947189,-0.963556
01568-1;01568;0087485136;;Saint-Laurent-de-la-Prée - Fouras;17450;;;;;-1.0274305;45.9930002;c;1;GARES C POITOU CHARENTES;;;;;;;;;;;;;;45.9930002,-1.0274305
01571-1;01571;0087485003;;La Rochelle;17000;;;;;-1.145305;46.15269;a;2;GARE LA ROCHELLE VILLE;"[{""TVS_Code"": ""LRE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Rochelle"", ""Alias_Libelle_Fronton"": ""La Rochelle"", ""AgenceGC_Libelle"": ""DRG Nlle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""LA ROCHELLE VILLE GARE""}";La Rochelle;La Rochelle;True;False;DRG Nlle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;LA ROCHELLE VILLE GARE;1;LRE;46.15269,-1.145305
01572-1;01572;0087484386;;Varades - Saint-Florent le Vieil;44370;;;;;-1.019712;47.3744471;c;1;GARES C PAYS DE LA LOIRE;;;;;;;;;;;;;;47.3744471,-1.019712
